Timestamp,FPS,Inference Time (s),Latency (s),RAM Usage (%),CPU Usage (%),GPU Usage (%)
2025-07-03T09:56:04.361590,3.71,0.0883,0.1152,85.1,20.5,9.0
2025-07-03T09:56:04.626199,3.71,0.0941,0.1119,85.3,17.4,9.0
2025-07-03T09:56:04.908702,3.71,0.0924,0.1222,85.1,11.3,9.0
2025-07-03T09:56:05.171850,3.71,0.093,0.1011,85.2,13.1,7.0
2025-07-03T09:56:05.436152,3.71,0.0866,0.1126,85.1,7.4,7.0
2025-07-03T09:56:05.701548,3.71,0.098,0.1076,85.1,9.7,7.0
2025-07-03T09:56:05.969571,3.71,0.0903,0.117,85.2,9.4,7.0
2025-07-03T09:56:06.234797,3.71,0.0864,0.1129,85.2,7.8,30.0
2025-07-03T09:56:06.486328,3.71,0.0913,0.0999,85.2,9.0,30.0
2025-07-03T09:56:06.780551,3.71,0.103,0.1318,85.2,11.3,30.0
2025-07-03T09:56:07.045405,3.71,0.0895,0.097,85.2,8.5,30.0
2025-07-03T09:56:07.315361,3.71,0.0961,0.1052,85.2,10.0,34.0
2025-07-03T09:56:07.590714,3.71,0.0927,0.1238,85.2,16.8,34.0
2025-07-03T09:56:07.855824,3.71,0.0914,0.1018,85.2,14.2,34.0
2025-07-03T09:56:08.135939,3.71,0.0946,0.1232,85.1,14.1,34.0
2025-07-03T09:56:08.399045,3.71,0.0945,0.1046,85.1,7.8,35.0
2025-07-03T09:56:08.681702,3.71,0.0885,0.1158,85.2,16.1,35.0
2025-07-03T09:56:08.966117,3.71,0.0975,0.1254,85.2,5.8,35.0
2025-07-03T09:56:09.231756,3.71,0.0934,0.1029,85.1,8.2,37.0
2025-07-03T09:56:09.511871,3.71,0.0953,0.1215,85.1,10.5,37.0
2025-07-03T09:56:09.778158,3.71,0.093,0.103,85.1,12.9,37.0
2025-07-03T09:56:10.041664,3.71,0.0881,0.1138,85.1,8.0,37.0
2025-07-03T09:56:10.309879,3.71,0.0924,0.1187,85.1,6.0,10.0
2025-07-03T09:56:10.556685,3.71,0.0865,0.0949,85.1,8.3,10.0
2025-07-03T09:56:10.849255,3.71,0.0971,0.1241,85.1,9.9,10.0
2025-07-03T09:56:11.114236,3.71,0.1003,0.1093,85.2,12.9,10.0
2025-07-03T09:56:11.392650,3.71,0.0876,0.1137,85.0,9.5,7.0
2025-07-03T09:56:11.671983,3.71,0.0913,0.1193,85.1,14.2,7.0
2025-07-03T09:56:11.963656,3.71,0.0929,0.1004,85.1,15.8,7.0
2025-07-03T09:56:12.247144,3.71,0.1004,0.1116,85.1,9.2,34.0
2025-07-03T09:56:12.509522,3.71,0.0963,0.1034,85.1,9.2,34.0
2025-07-03T09:56:12.789720,3.71,0.0925,0.1214,85.1,11.8,34.0
2025-07-03T09:56:13.084117,3.71,0.0976,0.1266,85.1,16.4,34.0
2025-07-03T09:56:13.382574,3.71,0.0993,0.1278,85.1,12.4,35.0
2025-07-03T09:56:13.664590,3.71,0.0962,0.1225,85.1,14.6,35.0
2025-07-03T09:56:13.946204,3.71,0.0947,0.1232,85.1,7.4,35.0
2025-07-03T09:56:14.215248,3.71,0.0902,0.1169,85.1,10.3,36.0
2025-07-03T09:56:14.495088,3.71,0.0956,0.123,85.1,10.6,36.0
2025-07-03T09:56:14.757387,3.71,0.0986,0.1066,85.1,14.3,36.0
2025-07-03T09:56:15.022615,3.71,0.0922,0.1039,85.1,7.9,36.0
2025-07-03T09:56:15.300159,3.71,0.0948,0.1229,85.1,14.0,0.0
2025-07-03T09:56:15.579924,3.71,0.094,0.1225,85.1,10.7,0.0
2025-07-03T09:56:15.878445,3.71,0.1086,0.1363,85.1,12.6,0.0
2025-07-03T09:56:16.152635,3.71,0.0924,0.1009,85.0,25.7,0.0
2025-07-03T09:56:16.437078,3.71,0.1045,0.1166,85.4,25.5,36.0
2025-07-03T09:56:16.687861,3.71,0.0913,0.0993,85.5,17.5,36.0
2025-07-03T09:56:16.983805,3.71,0.1042,0.1281,85.6,7.6,36.0
2025-07-03T09:56:17.248349,3.71,0.0963,0.1044,85.6,8.8,31.0
2025-07-03T09:56:17.528440,3.71,0.1154,0.1251,85.6,9.6,31.0
2025-07-03T09:56:17.794099,3.71,0.0886,0.0988,85.6,22.3,31.0
2025-07-03T09:56:18.076114,3.71,0.0936,0.1204,85.6,10.0,31.0
2025-07-03T09:56:18.356818,3.71,0.0949,0.1217,85.6,8.5,35.0
2025-07-03T09:56:18.636016,3.71,0.0992,0.109,85.5,13.2,35.0
2025-07-03T09:56:18.900488,3.71,0.0969,0.1064,85.6,16.9,35.0
2025-07-03T09:56:19.183505,3.71,0.1077,0.1178,85.6,16.5,35.0
2025-07-03T09:56:19.476482,3.71,0.097,0.1236,85.5,9.9,45.0
2025-07-03T09:56:19.771588,3.71,0.0918,0.1206,85.5,10.6,45.0
2025-07-03T09:56:20.053846,3.71,0.0982,0.1267,85.5,31.2,45.0
2025-07-03T09:56:20.354157,3.71,0.0982,0.1263,85.7,19.7,10.0
2025-07-03T09:56:20.610723,3.71,0.0908,0.1009,85.8,15.5,10.0
2025-07-03T09:56:20.890231,3.71,0.0927,0.102,85.8,24.8,10.0
2025-07-03T09:56:21.162688,3.71,0.0916,0.1017,85.8,9.7,10.0
2025-07-03T09:56:21.419124,3.71,0.0919,0.1,85.7,31.9,0.0
2025-07-03T09:56:21.683896,3.71,0.0902,0.1002,85.8,15.1,0.0
2025-07-03T09:56:21.949541,3.71,0.0976,0.1081,85.9,30.2,0.0
2025-07-03T09:56:22.227517,3.71,0.0963,0.1078,85.7,8.8,0.0
